Id_Compra;Fecha;Id_Cliente;Id_Vehiculo;Costo Vehículo;IGV;id_Vendedor
16062;2015-01-23;961;71;17776.2143;0.18;5
15269;2015-01-23;439;27;17379.5676;0.18;8
19685;2015-01-23;525;51;17423.0083;0.18;7
13752;2017-05-09;955;75;16943.3838;0.18;4
18538;2017-05-08;110;100;18028.7368;0.18;2
9269;2017-05-07;77;39;17190.856;0.18;10
11783;2017-05-06;614;82;17657.1417;0.18;12
10925;2017-02-24;677;42;17564.1448;0.18;7
15572;2017-02-23;361;11;17262.6083;0.18;8
13969;2017-02-22;90;148;16964.9592;0.18;5
19348;2017-02-21;631;167;18199.8904;0.18;1
3523;2017-01-12;558;136;17564.6927;0.18;11
18978;2017-01-12;918;154;17280.4071;0.18;2
3439;2017-01-12;737;122;16910.643;0.18;6
730;2017-01-12;388;54;17780.12;0.18;4
3471;2016-12-23;189;51;17423.0083;0.18;1
17005;2016-12-23;289;99;17414.9711;0.18;7
5657;2016-12-23;232;112;17400.1259;0.18;8
3772;2016-12-23;557;109;17631.1562;0.18;5
6753;2016-11-29;291;145;17365.5349;0.18;4
10230;2016-11-29;298;145;17365.5349;0.18;9
18283;2016-11-29;293;75;16943.3838;0.18;5
15997;2016-11-29;640;136;17564.6927;0.18;11
5088;2016-10-15;613;134;17904.3146;0.18;11
18245;2016-10-15;13;11;17262.6083;0.18;7
14775;2016-10-15;46;56;17321.6625;0.18;6
5720;2016-10-15;201;136;17564.6927;0.18;6
16550;2016-07-21;780;130;17890.893;0.18;6
15182;2016-07-21;93;44;17856.9977;0.18;6
4075;2016-07-21;400;172;17640.3286;0.18;1
9464;2016-07-21;277;110;17185.4921;0.18;2
12440;2016-06-30;827;43;18339.896;0.18;6
4546;2016-06-30;497;177;16593.255;0.18;9
11583;2016-06-30;741;75;16943.3838;0.18;11
13880;2016-06-30;1133;34;17408.408;0.18;12
12195;2016-06-13;794;96;17142.037;0.18;10
5325;2016-06-13;590;30;17312.688;0.18;10
19689;2016-06-13;1121;115;18308.6794;0.18;9
18482;2016-06-13;1153;17;18067.7118;0.18;6
15121;2016-05-11;1111;122;16910.643;0.18;12
855;2016-05-11;896;37;17577.5046;0.18;4
2117;2016-05-11;1099;87;17910.5681;0.18;11
9236;2016-05-09;799;162;18489.8026;0.18;7
11336;2016-05-09;297;56;17321.6625;0.18;11
3288;2016-05-09;977;129;17768.6268;0.18;5
1468;2016-05-09;1079;161;16580.2274;0.18;7
9228;2016-02-28;646;26;17178.5023;0.18;1
14711;2016-02-28;729;15;17195.1571;0.18;8
8867;2016-02-28;1178;81;17382.9556;0.18;8
18796;2016-02-28;506;106;17558.5944;0.18;11
9115;2016-02-23;4;49;17269.32;0.18;1
3914;2016-02-23;334;46;16640.1123;0.18;10
9837;2016-02-23;532;51;17423.0083;0.18;11
7213;2016-02-23;722;92;17448.8832;0.18;8
5153;2016-01-29;93;23;17002.5247;0.18;7
12688;2016-01-29;944;82;17657.1417;0.18;6
13185;2016-01-29;1159;175;17766.5556;0.18;7
19829;2016-01-29;86;111;17418.8217;0.18;11
17663;2016-01-08;401;49;17269.32;0.18;9
16594;2016-01-08;1123;154;17280.4071;0.18;1
6392;2016-01-08;1089;150;17594.2658;0.18;4
5130;2016-01-08;853;13;17250.3325;0.18;5
18776;2016-01-03;269;2;16713.2222;0.18;11
2787;2016-01-03;1019;161;16580.2274;0.18;1
5250;2016-01-03;1055;44;17856.9977;0.18;10
14495;2016-01-03;393;105;18157.1783;0.18;4
12828;2015-12-21;827;2;16713.2222;0.18;2
9632;2015-12-21;719;175;17766.5556;0.18;10
14353;2015-12-21;180;161;16580.2274;0.18;3
10338;2015-12-21;481;91;18290.6647;0.18;2
75;2015-12-09;744;169;17928.3266;0.18;11
6624;2015-12-09;668;84;18439.7743;0.18;11
6403;2015-12-09;938;54;17780.12;0.18;3
12815;2015-12-09;208;62;17052.0326;0.18;3
8805;2015-11-08;398;3;16966.2701;0.18;11
12924;2015-11-08;247;72;17714.4702;0.18;6
13956;2015-11-08;890;5;17132.9538;0.18;6
10703;2015-11-08;5;59;18055.7447;0.18;9
18380;2015-10-12;495;39;17190.856;0.18;12
5748;2015-10-12;460;58;17594.3922;0.18;4
18939;2015-10-12;261;4;17688.2122;0.18;8
19429;2015-10-12;219;103;17950.1111;0.18;1
2808;2015-07-09;941;113;17948.6684;0.18;8
2667;2015-07-09;173;10;16247.0667;0.18;11
10274;2015-07-09;962;120;17585.6071;0.18;6
7955;2015-07-09;945;62;17052.0326;0.18;2
6141;2015-06-22;879;95;17671.2468;0.18;3
19884;2015-06-22;738;26;17178.5023;0.18;3
14174;2015-06-22;207;62;17052.0326;0.18;7
13470;2015-06-22;529;119;17266.89;0.18;9
15921;2015-06-04;807;104;17345.1621;0.18;11
11923;2015-06-04;751;97;17455.3364;0.18;10
6910;2015-06-04;1027;116;17633.2773;0.18;12
15835;2015-06-04;253;96;17142.037;0.18;9
13371;2015-04-29;560;56;17321.6625;0.18;8
13336;2015-04-29;687;126;18020.4532;0.18;6
11197;2015-04-29;800;150;17594.2658;0.18;12
7940;2015-04-29;130;47;17249.4684;0.18;10
12619;2015-03-25;1116;98;17906.5446;0.18;11
6324;2015-03-25;1086;150;17594.2658;0.18;3
7333;2015-03-25;1102;100;18028.7368;0.18;12
14133;2015-03-09;1118;93;16751.329;0.18;6
5969;2015-03-09;569;79;17682.6483;0.18;6
8261;2015-03-09;20;117;16779.5022;0.18;11
116;2015-03-09;828;159;17331.0141;0.18;1
16477;2015-02-17;189;85;17594.584;0.18;11
2541;2015-02-17;838;46;16640.1123;0.18;9
5593;2015-02-17;120;86;16950.05;0.18;12
19831;2015-02-17;858;52;17750.2457;0.18;7
2055;2015-02-03;851;85;17594.584;0.18;12
12300;2015-02-03;163;10;16247.0667;0.18;6
8803;2015-02-03;135;150;17594.2658;0.18;6
14379;2015-01-13;617;172;17640.3286;0.18;11
19104;2015-01-13;995;133;17412.1905;0.18;12
16149;2015-01-13;349;150;17594.2658;0.18;4
9188;2015-01-13;757;165;16851.875;0.18;8
9187;2017-02-06;382;55;17777.94;0.18;6
8511;2017-02-06;556;120;17585.6071;0.18;7
11750;2017-02-06;345;177;16593.255;0.18;3
3526;2017-02-06;135;178;17336.9475;0.18;6
5378;2017-02-02;1027;20;17542.8297;0.18;11
15649;2017-02-02;82;14;16785.0514;0.18;2
18479;2017-02-02;88;145;17365.5349;0.18;11
6928;2017-02-02;494;74;18009.6518;0.18;5
17182;2017-01-15;556;125;17255.4857;0.18;5
16315;2017-01-15;830;177;16593.255;0.18;12
6537;2017-01-15;845;75;16943.3838;0.18;1
12343;2017-01-09;803;45;17403.9439;0.18;11
17691;2017-01-09;538;54;17780.12;0.18;11
13179;2017-01-09;922;143;17615.8517;0.18;11
2043;2017-01-09;1117;114;17789.32;0.18;2
12951;2016-12-16;194;11;17262.6083;0.18;4
17784;2016-12-16;913;86;16950.05;0.18;7
5441;2016-12-16;644;143;17615.8517;0.18;11
16643;2016-12-16;905;117;16779.5022;0.18;10
13432;2016-10-22;580;18;17472.3209;0.18;10
6796;2016-10-22;73;179;17459.2253;0.18;6
7539;2016-10-22;502;149;17525.4202;0.18;2
7834;2016-10-13;462;18;17472.3209;0.18;9
6548;2016-10-13;991;60;17267.65;0.18;9
12628;2016-10-13;391;165;16851.875;0.18;1
5770;2016-10-13;1052;24;17133.0786;0.18;1
4780;2016-09-26;473;14;16785.0514;0.18;9
3234;2016-09-26;371;177;16593.255;0.18;9
15235;2016-09-26;91;156;17112.6217;0.18;11
5101;2016-09-26;474;33;17013.6929;0.18;6
6755;2016-08-22;947;38;18084.4457;0.18;6
12148;2016-08-22;222;142;17184.529;0.18;11
12396;2016-08-22;301;128;17474.2759;0.18;11
16434;2016-08-22;520;19;16960.2;0.18;11
3696;2016-07-17;867;113;17948.6684;0.18;1
16488;2016-07-17;285;123;18127.1475;0.18;2
14130;2016-07-17;785;100;18028.7368;0.18;1
2133;2016-07-17;97;44;17856.9977;0.18;3
3915;2016-06-08;783;92;17448.8832;0.18;2
17485;2016-06-08;285;92;17448.8832;0.18;8
11827;2016-06-08;1179;42;17564.1448;0.18;6
7737;2016-06-08;400;58;17594.3922;0.18;1
12023;2016-05-18;1112;24;17133.0786;0.18;5
18175;2016-05-18;731;106;17558.5944;0.18;12
10953;2016-05-18;585;163;17730.2222;0.18;11
17161;2016-05-18;816;155;17907.6649;0.18;9
13381;2016-04-09;243;152;16594.1316;0.18;7
7866;2016-04-09;68;120;17585.6071;0.18;11
19837;2016-04-09;93;169;17928.3266;0.18;10
7873;2016-04-09;731;165;16851.875;0.18;10
14209;2016-04-03;4;112;17400.1259;0.18;9
15518;2016-04-03;694;86;16950.05;0.18;10
8602;2016-04-03;668;157;18057.8296;0.18;3
17891;2016-04-03;160;145;17365.5349;0.18;4
9189;2016-02-21;559;163;17730.2222;0.18;9
16794;2016-02-21;243;122;16910.643;0.18;5
4106;2016-02-21;652;89;17104.9976;0.18;12
7808;2016-02-21;832;148;16964.9592;0.18;9
18657;2016-02-18;706;25;17496.8069;0.18;5
14964;2016-02-18;350;101;17492.7954;0.18;6
19010;2016-02-18;81;107;17260.4854;0.18;10
10097;2016-02-18;717;126;18020.4532;0.18;3
14745;2016-02-17;696;159;17331.0141;0.18;1
3842;2016-02-17;303;30;17312.688;0.18;3
1434;2016-02-17;873;159;17331.0141;0.18;7
8830;2016-02-17;253;24;17133.0786;0.18;4
7144;2016-01-21;1002;51;17423.0083;0.18;8
3999;2016-01-21;516;145;17365.5349;0.18;7
11149;2016-01-21;450;13;17250.3325;0.18;8
11343;2016-01-12;934;167;18199.8904;0.18;9
889;2016-01-12;952;39;17190.856;0.18;3
18462;2016-01-12;463;140;17251.5879;0.18;8
15072;2016-01-12;1111;7;17720.0447;0.18;10
19874;2015-12-01;46;34;17408.408;0.18;3
15354;2015-12-01;1076;32;17718.1692;0.18;2
18425;2015-12-01;868;105;18157.1783;0.18;10
12871;2015-12-01;1129;118;17936.6451;0.18;12
1676;2015-11-15;576;35;17928.1954;0.18;1
9262;2015-11-15;899;47;17249.4684;0.18;6
1129;2015-11-15;337;7;17720.0447;0.18;11
16581;2015-11-15;19;133;17412.1905;0.18;4
15397;2015-11-13;1002;104;17345.1621;0.18;6
19330;2015-11-13;47;8;18283.6954;0.18;5
12479;2015-11-13;520;34;17408.408;0.18;8
2568;2015-11-13;433;137;17781.9037;0.18;6
9930;2015-11-08;524;24;17133.0786;0.18;7
13761;2015-11-08;628;106;17558.5944;0.18;3
3371;2015-11-08;527;61;17536.8308;0.18;7
13716;2015-11-08;201;109;17631.1562;0.18;11
5115;2015-11-04;129;6;17052.4917;0.18;2
3508;2015-11-04;1078;106;17558.5944;0.18;12
249;2015-11-04;207;9;17021.548;0.18;1
16074;2015-11-04;933;15;17195.1571;0.18;10
18540;2015-10-11;104;127;17831.8761;0.18;5
8107;2015-10-11;766;74;18009.6518;0.18;10
2806;2015-10-11;694;114;17789.32;0.18;7
6603;2015-10-11;28;143;17615.8517;0.18;6
11482;2015-09-24;462;165;16851.875;0.18;8
592;2015-09-24;62;27;17379.5676;0.18;1
15932;2015-09-24;233;81;17382.9556;0.18;8
8813;2015-06-07;663;107;17260.4854;0.18;10
14781;2015-06-07;740;105;18157.1783;0.18;9
19610;2015-06-07;784;173;17446.5585;0.18;1
16761;2015-05-29;484;178;17336.9475;0.18;6
19503;2015-05-29;846;135;17744.5793;0.18;2
13234;2015-05-29;248;119;17266.89;0.18;11
19380;2015-05-29;983;9;17021.548;0.18;11
15593;2015-03-23;728;11;17262.6083;0.18;2
19910;2015-03-23;1010;3;16966.2701;0.18;8
4069;2015-03-23;846;40;16916.2522;0.18;8
19921;2015-03-23;686;154;17280.4071;0.18;5
17127;2015-03-22;939;20;17542.8297;0.18;6
4702;2015-03-22;671;162;18489.8026;0.18;2
5884;2015-03-22;780;122;16910.643;0.18;11
14925;2015-03-22;716;179;17459.2253;0.18;4
12729;2015-02-19;3;178;17336.9475;0.18;12
4816;2015-02-19;79;123;18127.1475;0.18;3
6568;2015-02-19;5;39;17190.856;0.18;3
8331;2015-02-19;912;141;18733.9543;0.18;5
12363;2017-02-12;300;155;17907.6649;0.18;5
17421;2017-02-11;1100;40;16916.2522;0.18;9
13221;2017-02-10;181;4;17688.2122;0.18;3
7125;2017-02-06;771;142;17184.529;0.18;3
10175;2017-02-06;1139;168;17486.2304;0.18;2
1157;2017-02-06;109;159;17331.0141;0.18;10
18170;2017-02-06;35;12;17374.121;0.18;6
17520;2016-12-23;281;166;18141;0.18;2
5479;2016-12-23;649;74;18009.6518;0.18;4
6135;2016-12-23;250;67;17674.0933;0.18;5
15519;2016-11-19;518;2;16713.2222;0.18;9
17423;2016-11-19;1166;71;17776.2143;0.18;5
8829;2016-11-19;788;125;17255.4857;0.18;10
15075;2016-11-16;360;165;16851.875;0.18;3
6705;2016-11-16;425;93;16751.329;0.18;7
11754;2016-11-16;467;87;17910.5681;0.18;10
6360;2016-11-16;858;154;17280.4071;0.18;7
14367;2016-11-10;413;27;17379.5676;0.18;7
11010;2016-11-10;16;9;17021.548;0.18;6
16604;2016-11-10;1141;176;17551.2512;0.18;3
16342;2016-11-10;949;166;18141;0.18;9
14840;2016-10-15;44;123;18127.1475;0.18;2
13897;2016-10-15;1091;95;17671.2468;0.18;5
11932;2016-10-15;1111;149;17525.4202;0.18;5
17371;2016-10-15;225;74;18009.6518;0.18;2
16682;2016-10-01;1055;74;18009.6518;0.18;1
3997;2016-10-01;146;179;17459.2253;0.18;5
1497;2016-10-01;366;172;17640.3286;0.18;10
18409;2016-10-01;870;102;17736.3395;0.18;1
16475;2016-09-25;557;116;17633.2773;0.18;8
14831;2016-09-25;786;80;17378.0475;0.18;7
8456;2016-09-25;1127;125;17255.4857;0.18;7
2919;2016-09-25;1121;7;17720.0447;0.18;6
12070;2016-08-04;1039;133;17412.1905;0.18;11
17496;2016-08-04;638;110;17185.4921;0.18;6
15342;2016-08-04;705;55;17777.94;0.18;2
1309;2016-06-19;967;49;17269.32;0.18;6
16370;2016-06-19;1061;89;17104.9976;0.18;7
11189;2016-06-19;1148;173;17446.5585;0.18;3
2225;2016-06-19;56;83;17259;0.18;1
4938;2016-06-09;231;103;17950.1111;0.18;9
19849;2016-06-09;16;123;18127.1475;0.18;8
5058;2016-06-09;1028;164;16713.9247;0.18;9
12508;2016-06-09;1071;79;17682.6483;0.18;6
14142;2016-05-30;917;137;17781.9037;0.18;7
2210;2016-05-30;398;158;17344.6449;0.18;4
13386;2016-05-30;205;111;17418.8217;0.18;7
9346;2016-05-30;262;147;17281.0986;0.18;11
6409;2016-05-01;845;139;17052.093;0.18;6
19059;2016-05-01;1085;7;17720.0447;0.18;8
11735;2016-05-01;912;175;17766.5556;0.18;12
18159;2016-05-01;60;6;17052.4917;0.18;6
8637;2016-04-29;1146;104;17345.1621;0.18;1
899;2016-04-29;782;20;17542.8297;0.18;7
11121;2016-04-29;312;17;18067.7118;0.18;2
9969;2016-04-29;958;95;17671.2468;0.18;10
689;2016-03-23;110;111;17418.8217;0.18;5
9585;2016-03-23;352;62;17052.0326;0.18;10
9489;2016-03-23;697;109;17631.1562;0.18;6
12361;2016-03-23;973;67;17674.0933;0.18;2
1526;2016-03-10;175;135;17744.5793;0.18;4
10921;2016-03-10;688;84;18439.7743;0.18;4
17851;2016-03-10;706;107;17260.4854;0.18;7
18407;2016-03-10;513;83;17259;0.18;2
19160;2016-02-14;113;112;17400.1259;0.18;10
4885;2016-02-14;685;165;16851.875;0.18;12
13255;2016-02-14;40;119;17266.89;0.18;3
1353;2016-02-14;279;7;17720.0447;0.18;6
19632;2016-02-03;675;104;17345.1621;0.18;7
1573;2016-02-03;27;72;17714.4702;0.18;11
3817;2016-02-03;196;82;17657.1417;0.18;4
1628;2016-02-03;552;118;17936.6451;0.18;5
7073;2016-01-25;2;54;17780.12;0.18;10
4975;2016-01-25;152;111;17418.8217;0.18;8
10266;2016-01-25;987;73;17036.0651;0.18;10
15906;2016-01-25;91;29;17691.8129;0.18;11
103;2016-01-03;699;21;17975.7649;0.18;4
9206;2016-01-03;209;40;16916.2522;0.18;2
11850;2016-01-03;644;164;16713.9247;0.18;2
2683;2016-01-03;1144;114;17789.32;0.18;8
14842;2016-01-02;376;81;17382.9556;0.18;3
16705;2016-01-02;13;87;17910.5681;0.18;9
726;2016-01-02;322;32;17718.1692;0.18;8
7786;2016-01-02;671;115;18308.6794;0.18;3
11690;2015-10-12;128;25;17496.8069;0.18;3
17187;2015-10-12;501;147;17281.0986;0.18;9
2897;2015-10-12;697;94;17430.6716;0.18;8
10226;2015-10-12;679;102;17736.3395;0.18;4
17130;2015-10-10;668;148;16964.9592;0.18;5
7659;2015-10-10;867;40;16916.2522;0.18;2
18398;2015-10-10;956;11;17262.6083;0.18;7
16422;2015-10-10;551;33;17013.6929;0.18;7
4632;2015-07-15;24;153;17178.9106;0.18;8
4200;2015-07-15;586;156;17112.6217;0.18;11
10369;2015-07-15;677;140;17251.5879;0.18;6
19922;2015-05-22;26;81;17382.9556;0.18;4
14410;2015-05-22;563;8;18283.6954;0.18;4
16920;2015-05-22;999;152;16594.1316;0.18;9
14896;2015-05-22;369;121;17060.5781;0.18;1
16217;2015-05-17;312;17;18067.7118;0.18;2
5019;2015-05-17;639;24;17133.0786;0.18;1
12780;2015-05-17;129;51;17423.0083;0.18;12
1061;2015-05-17;73;77;17265.6593;0.18;10
19341;2015-05-05;1127;125;17255.4857;0.18;9
16196;2015-05-05;1053;149;17525.4202;0.18;6
7350;2015-05-05;923;77;17265.6593;0.18;9
2709;2015-05-05;148;159;17331.0141;0.18;8
475;2015-04-22;655;100;18028.7368;0.18;10
17703;2015-04-22;947;12;17374.121;0.18;2
19964;2015-04-22;173;18;17472.3209;0.18;7
14265;2015-04-22;974;42;17564.1448;0.18;7
14751;2015-04-15;15;161;16580.2274;0.18;1
3312;2015-04-15;156;29;17691.8129;0.18;1
13996;2015-04-15;1070;21;17975.7649;0.18;9
4024;2015-04-15;34;105;18157.1783;0.18;4
1479;2015-01-05;513;67;17674.0933;0.18;6
17314;2015-01-05;768;112;17400.1259;0.18;6
13960;2015-01-05;102;84;18439.7743;0.18;10
17733;2015-01-05;298;179;17459.2253;0.18;8
14144;2017-04-12;1060;157;18057.8296;0.18;12
12271;2017-04-11;266;164;16713.9247;0.18;9
1043;2017-04-10;1111;145;17365.5349;0.18;2
15936;2017-04-09;897;149;17525.4202;0.18;1
1351;2017-01-29;708;176;17551.2512;0.18;6
14662;2017-01-29;383;57;17677.2;0.18;3
13176;2017-01-29;38;179;17459.2253;0.18;3
14262;2017-01-29;64;131;16901.265;0.18;3
3519;2016-12-02;300;42;17564.1448;0.18;11
7345;2016-12-02;555;67;17674.0933;0.18;5
5258;2016-12-02;376;15;17195.1571;0.18;5
1520;2016-12-02;1017;161;16580.2274;0.18;4
5688;2016-09-08;1104;145;17365.5349;0.18;2
4731;2016-09-08;1177;23;17002.5247;0.18;4
12115;2016-09-08;42;159;17331.0141;0.18;4
12854;2016-09-08;714;45;17403.9439;0.18;7
5710;2016-07-24;745;151;17111.3824;0.18;11
16702;2016-07-24;21;41;17558.8369;0.18;4
14683;2016-07-24;634;99;17414.9711;0.18;12
8218;2016-07-24;429;174;17365.9725;0.18;12
10051;2016-07-16;403;16;17717.8557;0.18;4
17924;2016-07-16;707;1;16766.9526;0.18;2
9034;2016-07-16;131;56;17321.6625;0.18;9
867;2016-07-16;327;31;16480.0186;0.18;4
15109;2016-06-30;1123;61;17536.8308;0.18;7
14393;2016-06-30;32;72;17714.4702;0.18;10
10081;2016-06-30;998;35;17928.1954;0.18;12
923;2016-06-30;567;174;17365.9725;0.18;12
5821;2016-06-15;1065;40;16916.2522;0.18;5
14998;2016-06-15;594;103;17950.1111;0.18;4
6699;2016-06-15;904;98;17906.5446;0.18;4
3776;2016-06-15;903;80;17378.0475;0.18;9
4633;2016-04-30;1026;170;17394.4193;0.18;1
15233;2016-04-30;551;54;17780.12;0.18;5
5117;2016-04-30;27;140;17251.5879;0.18;12
3279;2016-04-30;1036;56;17321.6625;0.18;12
15017;2016-04-14;922;53;16746.6324;0.18;8
7817;2016-04-14;328;103;17950.1111;0.18;2
1693;2016-04-14;305;98;17906.5446;0.18;1
10567;2016-04-14;241;26;17178.5023;0.18;6
19984;2016-04-07;140;123;18127.1475;0.18;9
10345;2016-04-07;731;83;17259;0.18;7
915;2016-04-07;466;20;17542.8297;0.18;3
1552;2016-04-07;920;164;16713.9247;0.18;3
11585;2016-03-30;67;137;17781.9037;0.18;3
3755;2016-03-30;587;124;17481.4583;0.18;11
18970;2016-03-30;977;111;17418.8217;0.18;7
15740;2016-03-30;44;83;17259;0.18;2
8903;2016-02-16;681;51;17423.0083;0.18;3
5837;2016-02-16;711;177;16593.255;0.18;11
19535;2016-02-16;581;86;16950.05;0.18;7
10647;2016-02-16;1055;145;17365.5349;0.18;10
13658;2016-02-03;1132;179;17459.2253;0.18;10
1710;2016-02-03;43;99;17414.9711;0.18;6
18536;2016-02-03;1113;94;17430.6716;0.18;7
8627;2016-02-03;325;16;17717.8557;0.18;1
13368;2016-01-22;643;170;17394.4193;0.18;4
11316;2016-01-22;540;140;17251.5879;0.18;7
499;2016-01-22;909;116;17633.2773;0.18;7
13313;2016-01-22;798;38;18084.4457;0.18;7
4447;2016-01-18;647;96;17142.037;0.18;4
6934;2016-01-18;898;91;18290.6647;0.18;11
18590;2016-01-18;780;138;17348.4811;0.18;6
9062;2016-01-18;251;105;18157.1783;0.18;4
3073;2015-12-21;833;90;17323.1615;0.18;10
10657;2015-12-21;111;43;18339.896;0.18;4
964;2015-12-21;157;1;16766.9526;0.18;4
17034;2015-12-21;305;162;18489.8026;0.18;1
10791;2015-11-29;1093;97;17455.3364;0.18;9
4123;2015-11-29;847;132;17145.7891;0.18;7
19180;2015-11-29;520;107;17260.4854;0.18;10
19111;2015-10-30;824;166;18141;0.18;12
6610;2015-10-30;957;102;17736.3395;0.18;7
4887;2015-10-30;139;160;16786.0843;0.18;9
6957;2015-10-30;821;67;17674.0933;0.18;1
8569;2015-10-19;323;124;17481.4583;0.18;3
5981;2015-10-19;595;123;18127.1475;0.18;6
7798;2015-10-19;522;66;18315.015;0.18;4
16871;2015-10-19;919;118;17936.6451;0.18;9
5465;2015-08-28;283;174;17365.9725;0.18;11
10523;2015-08-28;631;167;18199.8904;0.18;8
7260;2015-08-28;36;127;17831.8761;0.18;5
1614;2015-08-28;740;138;17348.4811;0.18;11
6201;2015-08-11;72;70;17297.2324;0.18;4
17354;2015-08-11;1058;115;18308.6794;0.18;10
8219;2015-08-11;558;8;18283.6954;0.18;1
2558;2015-08-04;469;144;17190.175;0.18;9
10018;2015-08-04;1062;168;17486.2304;0.18;9
9253;2015-08-04;102;86;16950.05;0.18;9
6606;2015-08-04;252;11;17262.6083;0.18;10
13423;2015-07-31;6;24;17133.0786;0.18;6
9577;2015-07-31;113;85;17594.584;0.18;12
8041;2015-07-31;385;38;18084.4457;0.18;2
4290;2015-07-29;241;71;17776.2143;0.18;8
18929;2015-07-29;880;41;17558.8369;0.18;3
17515;2015-07-29;386;84;18439.7743;0.18;3
1116;2015-07-29;891;148;16964.9592;0.18;5
13740;2015-07-23;958;40;16916.2522;0.18;2
5362;2015-07-23;1041;111;17418.8217;0.18;11
18581;2015-07-23;340;175;17766.5556;0.18;3
3964;2015-07-04;887;154;17280.4071;0.18;7
14442;2015-07-04;92;8;18283.6954;0.18;12
9308;2015-07-04;821;23;17002.5247;0.18;8
5231;2015-07-04;344;45;17403.9439;0.18;11
6514;2015-05-09;421;46;16640.1123;0.18;11
9018;2015-05-09;66;50;16277.7973;0.18;8
5310;2015-05-09;670;117;16779.5022;0.18;4
8741;2015-05-09;875;60;17267.65;0.18;12
8231;2015-05-02;1037;170;17394.4193;0.18;7
11505;2015-05-02;343;172;17640.3286;0.18;6
11893;2015-05-02;28;32;17718.1692;0.18;3
13421;2015-05-02;550;4;17688.2122;0.18;11
15926;2015-02-03;1058;162;18489.8026;0.18;10
1413;2015-02-03;563;96;17142.037;0.18;4
10794;2015-02-03;319;8;18283.6954;0.18;8
19244;2015-01-27;251;50;16277.7973;0.18;4
9539;2015-01-27;634;31;16480.0186;0.18;2
1115;2015-01-27;864;23;17002.5247;0.18;12
5360;2015-01-08;157;159;17331.0141;0.18;9
2632;2015-01-08;330;7;17720.0447;0.18;2
10055;2015-01-08;51;10;16247.0667;0.18;2
13851;2015-01-08;1042;127;17831.8761;0.18;4
10237;2017-02-03;799;21;17975.7649;0.18;9
18636;2017-02-03;512;73;17036.0651;0.18;6
7272;2017-02-03;147;93;16751.329;0.18;5
15348;2017-02-03;273;125;17255.4857;0.18;8
18591;2017-01-26;658;31;16480.0186;0.18;1
661;2017-01-26;1151;122;16910.643;0.18;12
1684;2017-01-26;567;99;17414.9711;0.18;5
15899;2017-01-26;516;48;17018.6602;0.18;11
4185;2017-01-18;700;44;17856.9977;0.18;9
4128;2017-01-18;980;149;17525.4202;0.18;9
12182;2017-01-18;846;89;17104.9976;0.18;9
4322;2017-01-18;559;95;17671.2468;0.18;7
10090;2017-01-05;797;142;17184.529;0.18;5
14434;2017-01-05;119;162;18489.8026;0.18;11
6173;2017-01-05;103;75;16943.3838;0.18;7
10034;2017-01-05;14;80;17378.0475;0.18;7
8120;2016-11-23;613;145;17365.5349;0.18;12
10431;2016-11-23;579;116;17633.2773;0.18;6
538;2016-11-23;957;42;17564.1448;0.18;11
14876;2016-11-23;724;8;18283.6954;0.18;3
5305;2016-10-25;541;32;17718.1692;0.18;6
13529;2016-10-25;674;36;17591;0.18;12
19204;2016-10-25;317;164;16713.9247;0.18;7
6278;2016-10-25;998;7;17720.0447;0.18;9
3474;2016-10-17;825;42;17564.1448;0.18;3
9448;2016-10-17;83;109;17631.1562;0.18;7
188;2016-10-17;20;87;17910.5681;0.18;2
1752;2016-10-17;212;76;17616.371;0.18;4
18122;2016-10-02;171;123;18127.1475;0.18;1
16238;2016-10-02;3;127;17831.8761;0.18;3
6037;2016-10-02;1155;69;17785.2776;0.18;4
217;2016-09-26;803;86;16950.05;0.18;8
2195;2016-09-26;290;59;18055.7447;0.18;1
17544;2016-09-26;511;89;17104.9976;0.18;7
16693;2016-09-26;695;141;18733.9543;0.18;5
17203;2016-09-25;851;62;17052.0326;0.18;9
16142;2016-09-25;1037;48;17018.6602;0.18;5
13129;2016-09-25;819;173;17446.5585;0.18;12
18070;2016-09-25;1098;147;17281.0986;0.18;3
19248;2016-08-20;85;127;17831.8761;0.18;3
14719;2016-08-20;201;151;17111.3824;0.18;3
18046;2016-08-20;1013;135;17744.5793;0.18;6
8758;2016-08-20;147;26;17178.5023;0.18;2
17818;2016-08-11;1105;165;16851.875;0.18;9
12645;2016-08-11;910;105;18157.1783;0.18;6
18461;2016-08-11;711;49;17269.32;0.18;6
19514;2016-08-11;733;152;16594.1316;0.18;8
11886;2016-07-15;328;36;17591;0.18;3
1127;2016-07-15;797;108;18215.7071;0.18;2
16247;2016-07-15;359;92;17448.8832;0.18;2
5343;2016-07-15;241;26;17178.5023;0.18;8
4556;2016-05-12;368;6;17052.4917;0.18;5
11072;2016-05-12;197;85;17594.584;0.18;4
17184;2016-05-12;976;173;17446.5585;0.18;5
18764;2016-05-12;711;22;17918.5433;0.18;6
14155;2016-05-08;175;16;17717.8557;0.18;4
16844;2016-05-08;264;23;17002.5247;0.18;11
16753;2016-05-08;527;14;16785.0514;0.18;9
5492;2016-05-08;379;126;18020.4532;0.18;7
3812;2016-04-30;536;76;17616.371;0.18;12
12535;2016-04-30;367;74;18009.6518;0.18;10
11578;2016-04-30;1050;80;17378.0475;0.18;3
